aggregated_time;light_value;is_anomaly
2020-09-03 08:20:00.000;47,295;False
2020-09-03 08:19:00.000;42,965;False
2020-09-03 08:18:00.000;42,505;False
2020-09-03 08:17:00.000;42,4;False
2020-09-03 08:16:00.000;44,15;False
2020-09-03 08:15:00.000;44,475;False
2020-09-03 08:14:00.000;43,295;False
2020-09-03 08:13:00.000;42,085;False
2020-09-03 08:12:00.000;41,665;False
2020-09-03 08:11:00.000;41,535;False
2020-09-03 08:10:00.000;41,175;False
2020-09-03 08:09:00.000;41,925;False
2020-09-03 08:08:00.000;40,69;False
2020-09-03 08:07:00.000;40,725;False
2020-09-03 08:06:00.000;40,17;False
2020-09-03 08:05:00.000;39,925;False
2020-09-03 08:04:00.000;40,045;False
2020-09-03 08:03:00.000;40,395;False
2020-09-03 08:02:00.000;39,68;False
2020-09-03 08:01:00.000;39,095;False
2020-09-03 08:00:00.000;38,88;False
2020-09-03 07:59:00.000;38,705;False
2020-09-03 07:58:00.000;38,42;False
2020-09-03 07:57:00.000;38,745;False
2020-09-03 07:56:00.000;38,68;False
2020-09-03 07:55:00.000;39,175;False
2020-09-03 07:54:00.000;40,175;False
2020-09-03 07:53:00.000;41,63;False
2020-09-03 07:52:00.000;41,605;False
2020-09-03 07:51:00.000;37,64;False
2020-09-03 07:50:00.000;36,945;False
2020-09-03 07:49:00.000;36,18;False
2020-09-03 07:48:00.000;37,52;False
2020-09-03 07:47:00.000;40,82;False
2020-09-03 07:46:00.000;40,51;False
2020-09-03 07:45:00.000;41,715;False
2020-09-03 07:44:00.000;40,085;False
2020-09-03 07:43:00.000;39,835;False
2020-09-03 07:42:00.000;41,405;False
2020-09-03 07:41:00.000;40,985;False
2020-09-03 07:40:00.000;39,38;False
2020-09-03 07:39:00.000;42,255;False
2020-09-03 07:38:00.000;40,125;False
2020-09-03 07:37:00.000;42,175;False
2020-09-03 07:36:00.000;43,31;False
2020-09-03 07:35:00.000;41,08;False
2020-09-03 07:34:00.000;42,945;False
2020-09-03 07:33:00.000;41,1;False
2020-09-03 07:32:00.000;42,78;False
2020-09-03 07:31:00.000;41,6;False
2020-09-03 07:30:00.000;38,925;False
2020-09-03 07:29:00.000;39,815;False
2020-09-03 07:28:00.000;38,035;False
2020-09-03 07:27:00.000;37,695;False
2020-09-03 07:26:00.000;37,8;True
2020-09-03 07:25:00.000;39,4;True
2020-09-03 07:24:00.000;39,37;True
2020-09-03 07:23:00.000;39,55;True
2020-09-03 07:22:00.000;41,1381818181818;True
2020-09-03 07:21:00.000;40,555;True
2020-09-03 07:20:00.000;40,675;True
2020-09-03 07:19:00.000;40,5230769230769;True
2020-09-03 07:18:00.000;38,1981818181818;True
2020-09-03 07:17:00.000;37,34;True
2020-09-03 07:16:00.000;36,725;True
2020-09-03 07:15:00.000;35,6723076923077;True
2020-09-03 07:14:00.000;34,8490909090909;False
2020-09-03 07:13:00.000;33,935;False
2020-09-03 07:12:00.000;33,09;False
2020-09-03 07:11:00.000;34,605;False
2020-09-03 07:10:00.000;33,735;False
2020-09-03 07:09:00.000;33,375;False
2020-09-03 07:08:00.000;33,26;False
2020-09-03 07:07:00.000;32,51;False
2020-09-03 07:06:00.000;32,745;False
2020-09-03 07:05:00.000;32,915;False
2020-09-03 07:04:00.000;32,755;False
2020-09-03 07:03:00.000;32,62;False
2020-09-03 07:02:00.000;32,545;False
2020-09-03 07:01:00.000;32,535;False
2020-09-03 07:00:00.000;32,46;False
2020-09-03 06:59:00.000;32,49;False
2020-09-03 06:58:00.000;32,42;False
2020-09-03 06:57:00.000;32,365;False
2020-09-03 06:56:00.000;32,445;False
2020-09-03 06:55:00.000;32,425;False
2020-09-03 06:54:00.000;32,495;False
2020-09-03 06:53:00.000;32,63;False
2020-09-03 06:52:00.000;33,3;False
2020-09-03 06:51:00.000;33,985;True
2020-09-03 06:50:00.000;34,63;False
2020-09-03 06:49:00.000;32,845;False
2020-09-03 06:48:00.000;32,505;False
2020-09-03 06:47:00.000;33,465;False
2020-09-03 06:46:00.000;33,69;False
2020-09-03 06:45:00.000;33,405;False
2020-09-03 06:44:00.000;34,1;True
2020-09-03 06:43:00.000;34,49;True
2020-09-03 06:42:00.000;34,025;True
2020-09-03 06:41:00.000;34,615;True
2020-09-03 06:40:00.000;33,62;False
2020-09-03 06:39:00.000;33,34;True
2020-09-03 06:38:00.000;33,895;True
2020-09-03 06:37:00.000;34,73;True
2020-09-03 06:36:00.000;34,155;True
2020-09-03 06:35:00.000;33,035;True
2020-09-03 06:34:00.000;32,46;True
2020-09-03 06:33:00.000;32,335;True
2020-09-03 06:32:00.000;32,2;True
2020-09-03 06:31:00.000;32,105;True
2020-09-03 06:30:00.000;31,915;True
2020-09-03 06:29:00.000;31,715;True
2020-09-03 06:28:00.000;31,5;True
2020-09-03 06:27:00.000;31,285;True
2020-09-03 06:26:00.000;31,13;False
2020-09-03 06:25:00.000;30,945;False
2020-09-03 06:24:00.000;30,765;False
2020-09-03 06:23:00.000;30,64;False
2020-09-03 06:22:00.000;30,465;False
2020-09-03 06:21:00.000;30,405;False
2020-09-03 06:20:00.000;30,29;False
2020-09-03 06:19:00.000;30,18;False
2020-09-03 06:18:00.000;30,04;False
2020-09-03 06:17:00.000;30,025;False
2020-09-03 06:16:00.000;29,91;True
2020-09-03 06:15:00.000;29,895;False
2020-09-03 06:14:00.000;29,795;False
2020-09-03 06:13:00.000;29,76;False
2020-09-03 06:12:00.000;29,69;True
2020-09-03 06:11:00.000;29,75;True
2020-09-03 06:10:00.000;29,67;True
2020-09-03 06:09:00.000;29,59;True
2020-09-03 06:08:00.000;29,4218181818182;False
2020-09-03 06:07:00.000;29,2846153846154;False
2020-09-03 06:06:00.000;29,3181818181818;False
2020-09-03 06:05:00.000;29,15;False
2020-09-03 06:04:00.000;29,04;False
2020-09-03 06:03:00.000;28,875;False
2020-09-03 06:02:00.000;28,725;False
2020-09-03 06:01:00.000;28,555;False
2020-09-03 06:00:00.000;28,47;False
2020-09-03 05:59:00.000;28,38;False
2020-09-03 05:58:00.000;28,235;False
2020-09-03 05:57:00.000;28,08;False
2020-09-03 05:56:00.000;28;False
2020-09-03 05:55:00.000;27,89;False
2020-09-03 05:54:00.000;27,78;False
2020-09-03 05:53:00.000;27,635;False
2020-09-03 05:52:00.000;27,61;False
2020-09-03 05:51:00.000;27,57;False
2020-09-03 05:50:00.000;27,395;False
2020-09-03 05:49:00.000;27,33;False
2020-09-03 05:48:00.000;27,2;False
2020-09-03 05:47:00.000;27,075;False
2020-09-03 05:46:00.000;26,9;False
2020-09-03 05:45:00.000;26,725;False
2020-09-03 05:44:00.000;26,865;False
2020-09-03 05:43:00.000;26,89;False
2020-09-03 05:42:00.000;26,985;False
2020-09-03 05:41:00.000;27,05;False
2020-09-03 05:40:00.000;27,1;False
2020-09-03 05:39:00.000;27,155;False
2020-09-03 05:38:00.000;27,115;False
2020-09-03 05:37:00.000;27,01;False
2020-09-03 05:36:00.000;26,99;False
2020-09-03 05:35:00.000;26,995;False
2020-09-03 05:34:00.000;26,965;False
2020-09-03 05:33:00.000;26,97;False
2020-09-03 05:32:00.000;26,865;False
2020-09-03 05:31:00.000;26,86;False
2020-09-03 05:30:00.000;26,81;False
2020-09-03 05:29:00.000;26,74;False
2020-09-03 05:28:00.000;26,75;False
2020-09-03 05:27:00.000;26,665;False
2020-09-03 05:26:00.000;26,575;False
2020-09-03 05:25:00.000;26,53;False
2020-09-03 05:24:00.000;26,545;False
2020-09-03 05:23:00.000;26,535;False
2020-09-03 05:22:00.000;26,55;False
2020-09-03 05:21:00.000;26,585;False
2020-09-03 05:20:00.000;26,555;False
2020-09-03 05:19:00.000;26,54;False
2020-09-03 05:18:00.000;26,625;False
2020-09-03 05:17:00.000;26,575;False
2020-09-03 05:16:00.000;26,685;True
2020-09-03 05:15:00.000;26,66;True
2020-09-03 05:14:00.000;26,715;True
2020-09-03 05:13:00.000;26,805;True
2020-09-03 05:12:00.000;27;True
2020-09-03 05:11:00.000;27,12;True
2020-09-03 05:10:00.000;27,06;True
2020-09-03 05:09:00.000;25,975;True
2020-09-03 05:08:00.000;22,68;True
2020-09-03 05:07:00.000;4,62;True
2020-09-03 05:06:00.000;3,18;True
2020-09-03 05:05:00.000;3,16;True
2020-09-03 05:04:00.000;3,14;False
2020-09-03 05:03:00.000;3,125;False
2020-09-03 05:02:00.000;3,12;False
2020-09-03 05:01:00.000;3,12;False
2020-09-03 05:00:00.000;3,12;True
2020-09-03 04:59:00.000;3,115;True
2020-09-03 04:58:00.000;3,095;False
2020-09-03 04:57:00.000;3,06;False
2020-09-03 04:56:00.000;3,06;False
2020-09-03 04:55:00.000;3,055;False
2020-09-03 04:54:00.000;3,01;False
2020-09-03 04:53:00.000;3;False
2020-09-03 04:52:00.000;3,005;False
2020-09-03 04:51:00.000;3,025;False
2020-09-03 04:50:00.000;3,025;False
2020-09-03 04:49:00.000;3;False
2020-09-03 04:48:00.000;3;False
2020-09-03 04:47:00.000;3;False
2020-09-03 04:46:00.000;3;False
2020-09-03 04:45:00.000;3;False
2020-09-03 04:44:00.000;3,005;False
2020-09-03 04:43:00.000;3,055;False
2020-09-03 04:42:00.000;3,01;False
2020-09-03 04:41:00.000;3,01;False
2020-09-03 04:40:00.000;3,025;False
2020-09-03 04:39:00.000;3;False
2020-09-03 04:38:00.000;3;False
2020-09-03 04:37:00.000;3;False
2020-09-03 04:36:00.000;3;False
2020-09-03 04:35:00.000;3;False
2020-09-03 04:34:00.000;3;False
2020-09-03 04:33:00.000;2,98;False
2020-09-03 04:32:00.000;3;False
2020-09-03 04:31:00.000;3;False
2020-09-03 04:30:00.000;2,975;False
2020-09-03 04:29:00.000;2,98;False
2020-09-03 04:28:00.000;2,95;False
2020-09-03 04:27:00.000;2,94;False
2020-09-03 04:26:00.000;2,94;False
2020-09-03 04:25:00.000;2,94;True
2020-09-03 04:24:00.000;2,95;True
2020-09-03 04:23:00.000;2,95;True
2020-09-03 04:22:00.000;2,945;True
2020-09-03 04:21:00.000;2,94;True
2020-09-03 04:20:00.000;2,95;True
2020-09-03 04:19:00.000;2,945;True
2020-09-03 04:18:00.000;2,94;False
2020-09-03 04:17:00.000;2,89;False
2020-09-03 04:16:00.000;2,885;False
2020-09-03 04:15:00.000;2,89;False
2020-09-03 04:14:00.000;2,885;False
2020-09-03 04:13:00.000;2,91;False
2020-09-03 04:12:00.000;2,89;False
2020-09-03 04:11:00.000;2,895;False
2020-09-03 04:10:00.000;2,89;False
2020-09-03 04:09:00.000;2,93;False
2020-09-03 04:08:00.000;2,93;False
2020-09-03 04:07:00.000;2,935;False
2020-09-03 04:06:00.000;2,92;False
2020-09-03 04:04:00.000;2,93;False
2020-09-03 04:03:00.000;2,89;False
2020-09-03 04:02:00.000;2,88;True
2020-09-03 04:01:00.000;2,925;False
2020-09-03 04:00:00.000;2,915;False
2020-09-03 03:59:00.000;2,895;False
2020-09-03 03:58:00.000;2,895;False
2020-09-03 03:57:00.000;2,88;False
2020-09-03 03:56:00.000;2,88;False
2020-09-03 03:55:00.000;2,88;True
2020-09-03 03:54:00.000;2,925;False
2020-09-03 03:53:00.000;2,88;False
2020-09-03 03:52:00.000;2,885;False
2020-09-03 03:51:00.000;2,915;False
2020-09-03 03:50:00.000;2,91;False
2020-09-03 03:49:00.000;2,91;False
2020-09-03 03:48:00.000;2,885;False
2020-09-03 03:47:00.000;2,88;False
2020-09-03 03:46:00.000;2,88;False
2020-09-03 03:45:00.000;2,88;False
2020-09-03 03:44:00.000;2,88;False
2020-09-03 03:43:00.000;2,88;False
2020-09-03 03:42:00.000;2,88;False
2020-09-03 03:41:00.000;2,88;False
2020-09-03 03:40:00.000;2,88;False
2020-09-03 03:39:00.000;2,88;False
2020-09-03 03:38:00.000;2,88;False
2020-09-03 03:37:00.000;2,88;False
2020-09-03 03:36:00.000;2,88;False
2020-09-03 03:35:00.000;2,88;False
2020-09-03 03:34:00.000;2,88;False
2020-09-03 03:33:00.000;2,88;False
2020-09-03 03:32:00.000;2,88;False
2020-09-03 03:31:00.000;2,88;False
2020-09-03 03:30:00.000;2,88;False
2020-09-03 03:29:00.000;2,88;True
2020-09-03 03:28:00.000;2,91;False
2020-09-03 03:27:00.000;2,88;False
2020-09-03 03:26:00.000;2,88;False
2020-09-03 03:25:00.000;2,88;False
2020-09-03 03:24:00.000;2,88;False
2020-09-03 03:23:00.000;2,88;False
2020-09-03 03:22:00.000;2,88;False
2020-09-03 03:21:00.000;2,89;False
2020-09-03 03:20:00.000;2,88;False
2020-09-03 03:19:00.000;2,88;False
2020-09-03 03:18:00.000;2,88;False
2020-09-03 03:17:00.000;2,88;False
2020-09-03 03:16:00.000;2,88;False
2020-09-03 03:15:00.000;2,88;False
2020-09-03 03:14:00.000;2,88;False
2020-09-03 03:13:00.000;2,88;False
2020-09-03 03:12:00.000;2,88;False
2020-09-03 03:11:00.000;2,88;False
2020-09-03 03:10:00.000;2,88;False
2020-09-03 03:09:00.000;2,88;False
2020-09-03 03:08:00.000;2,88;False
2020-09-03 03:07:00.000;2,88;False
2020-09-03 03:06:00.000;2,88;False
2020-09-03 03:05:00.000;2,88;False
2020-09-03 03:04:00.000;2,88;False
2020-09-03 03:03:00.000;2,88;False
2020-09-03 03:02:00.000;2,88;False
2020-09-03 03:01:00.000;2,88;False
2020-09-03 03:00:00.000;2,88;False
2020-09-03 02:59:00.000;2,88;False
2020-09-03 02:58:00.000;2,88;False
2020-09-03 02:57:00.000;2,88;False
2020-09-03 02:56:00.000;2,88;False
2020-09-03 02:55:00.000;2,88;False
2020-09-03 02:54:00.000;2,88;False
2020-09-03 02:53:00.000;2,88;False
2020-09-03 02:52:00.000;2,88;False
2020-09-03 02:51:00.000;2,88;False
2020-09-03 02:50:00.000;2,88;False
2020-09-03 02:49:00.000;2,88;False
2020-09-03 02:48:00.000;2,88;False
2020-09-03 02:47:00.000;2,88;False
2020-09-03 02:46:00.000;2,88;False
2020-09-03 02:45:00.000;2,88;False
2020-09-03 02:44:00.000;2,88;False
2020-09-03 02:43:00.000;2,88;False
2020-09-03 02:42:00.000;2,88;False
2020-09-03 02:41:00.000;2,88;False
2020-09-03 02:40:00.000;2,88;False
2020-09-03 02:39:00.000;2,88;False
2020-09-03 02:38:00.000;2,88;False
2020-09-03 02:37:00.000;2,88;False
2020-09-03 02:36:00.000;2,88;False
2020-09-03 02:35:00.000;2,88;False
2020-09-03 02:34:00.000;2,88;False
2020-09-03 02:33:00.000;2,875;False
2020-09-03 02:32:00.000;2,875;False
2020-09-03 02:31:00.000;2,88;False
2020-09-03 02:30:00.000;2,88;False
2020-09-03 02:29:00.000;2,88;False
2020-09-03 02:28:00.000;2,88;False
2020-09-03 02:27:00.000;2,88;False
2020-09-03 02:26:00.000;2,88;False
2020-09-03 02:25:00.000;2,88;False
2020-09-03 02:24:00.000;2,88;False
2020-09-03 02:23:00.000;2,88;False
2020-09-03 02:22:00.000;2,875;False
2020-09-03 02:21:00.000;2,875;False
2020-09-03 02:20:00.000;2,88;False
2020-09-03 02:19:00.000;2,88;False
2020-09-03 02:18:00.000;2,88;False
2020-09-03 02:17:00.000;2,88;False
2020-09-03 02:16:00.000;2,88;False
2020-09-03 02:15:00.000;2,88;False
2020-09-03 02:14:00.000;2,88;False
2020-09-03 02:13:00.000;2,88;False
2020-09-03 02:12:00.000;2,88;False
2020-09-03 02:11:00.000;2,88;False
2020-09-03 02:10:00.000;2,88;False
2020-09-03 02:09:00.000;2,88;False
2020-09-03 02:08:00.000;2,88;False
2020-09-03 02:07:00.000;2,88;False
2020-09-03 02:06:00.000;2,88;False
2020-09-03 02:05:00.000;2,88;False
2020-09-03 02:04:00.000;2,88;False
2020-09-03 02:03:00.000;2,88;False
2020-09-03 02:02:00.000;2,88;False
2020-09-03 02:01:00.000;2,88;False
2020-09-03 02:00:00.000;2,88;False
2020-09-03 01:59:00.000;2,88;False
2020-09-03 01:58:00.000;2,88;False
2020-09-03 01:57:00.000;2,88;False
2020-09-03 01:56:00.000;2,875;False
2020-09-03 01:55:00.000;2,87;False
2020-09-03 01:54:00.000;2,88;False
2020-09-03 01:53:00.000;2,88;False
2020-09-03 01:52:00.000;2,875;False
2020-09-03 01:51:00.000;2,88;False
2020-09-03 01:50:00.000;2,88;False
2020-09-03 01:49:00.000;2,88;False
2020-09-03 01:48:00.000;2,88;False
2020-09-03 01:47:00.000;2,88;False
2020-09-03 01:46:00.000;2,88;False
2020-09-03 01:45:00.000;2,88;False
2020-09-03 01:44:00.000;2,88;False
2020-09-03 01:43:00.000;2,88;False
2020-09-03 01:42:00.000;2,88;False
2020-09-03 01:41:00.000;2,88;False
2020-09-03 01:40:00.000;2,88;False
2020-09-03 01:39:00.000;2,88;False
2020-09-03 01:38:00.000;2,88;False
2020-09-03 01:37:00.000;2,88;False
2020-09-03 01:36:00.000;2,88;False
2020-09-03 01:35:00.000;2,88;False
2020-09-03 01:34:00.000;2,88;False
2020-09-03 01:33:00.000;2,88;False
2020-09-03 01:32:00.000;2,86;False
2020-09-03 01:31:00.000;2,87;False
2020-09-03 01:30:00.000;2,865;False
2020-09-03 01:29:00.000;2,88;False
2020-09-03 01:28:00.000;2,88;False
2020-09-03 01:27:00.000;2,88;False
2020-09-03 01:26:00.000;2,88;False
2020-09-03 01:25:00.000;2,88;False
2020-09-03 01:24:00.000;2,88;False
2020-09-03 01:23:00.000;2,88;False
2020-09-03 01:22:00.000;2,88;False
2020-09-03 01:21:00.000;2,88;False
2020-09-03 01:20:00.000;2,88;False
2020-09-03 01:19:00.000;2,875;False
2020-09-03 01:18:00.000;2,88;False
2020-09-03 01:17:00.000;2,88;False
2020-09-03 01:16:00.000;2,88;False
2020-09-03 01:15:00.000;2,875;False
2020-09-03 01:14:00.000;2,855;False
2020-09-03 01:13:00.000;2,88;False
2020-09-03 01:12:00.000;2,88;False
2020-09-03 01:11:00.000;2,88;False
2020-09-03 01:10:00.000;2,88;False
2020-09-03 01:09:00.000;2,88;False
2020-09-03 01:08:00.000;2,88;False
2020-09-03 01:07:00.000;2,88;False
2020-09-03 01:06:00.000;2,88;False
2020-09-03 01:05:00.000;2,88;False
2020-09-03 01:04:00.000;2,875;False
2020-09-03 01:03:00.000;2,865;False
2020-09-03 01:02:00.000;2,88;False
2020-09-03 01:01:00.000;2,88;False
2020-09-03 01:00:00.000;2,87;False
2020-09-03 00:59:00.000;2,875;False
2020-09-03 00:58:00.000;2,86;False
2020-09-03 00:57:00.000;2,88;False
2020-09-03 00:56:00.000;2,875;False
2020-09-03 00:55:00.000;2,88;False
2020-09-03 00:54:00.000;2,88;False
2020-09-03 00:53:00.000;2,88;False
2020-09-03 00:52:00.000;2,88;False
2020-09-03 00:51:00.000;2,88;False
2020-09-03 00:50:00.000;2,88;False
2020-09-03 00:49:00.000;2,88;False
2020-09-03 00:48:00.000;2,88;False
2020-09-03 00:47:00.000;2,88;False
2020-09-03 00:46:00.000;2,88;False
2020-09-03 00:45:00.000;2,88;False
2020-09-03 00:44:00.000;2,87;False
2020-09-03 00:43:00.000;2,855;False
2020-09-03 00:42:00.000;2,865;False
2020-09-03 00:41:00.000;2,88;False
2020-09-03 00:40:00.000;2,875;False
2020-09-03 00:39:00.000;2,88;False
2020-09-03 00:38:00.000;2,88;False
2020-09-03 00:37:00.000;2,855;False
2020-09-03 00:36:00.000;2,875;False
2020-09-03 00:35:00.000;2,88;False
2020-09-03 00:34:00.000;2,88;False
2020-09-03 00:33:00.000;2,88;False
2020-09-03 00:32:00.000;2,88;False
2020-09-03 00:31:00.000;2,875;False
2020-09-03 00:30:00.000;2,875;False
2020-09-03 00:29:00.000;2,88;False
2020-09-03 00:28:00.000;2,88;False
2020-09-03 00:27:00.000;2,875;False
2020-09-03 00:26:00.000;2,855;False
2020-09-03 00:25:00.000;2,85;False
2020-09-03 00:24:00.000;2,82;False
2020-09-03 00:23:00.000;2,82;False
2020-09-03 00:22:00.000;2,835;False
2020-09-03 00:21:00.000;2,845;False
2020-09-03 00:20:00.000;2,835;False
2020-09-03 00:19:00.000;2,845;False
2020-09-03 00:18:00.000;2,845;False
2020-09-03 00:17:00.000;2,855;False
2020-09-03 00:16:00.000;2,835;False
2020-09-03 00:15:00.000;2,82;False
2020-09-03 00:14:00.000;2,82;False
2020-09-03 00:13:00.000;2,87;False
2020-09-03 00:12:00.000;2,845;False
2020-09-03 00:11:00.000;2,83;False
2020-09-03 00:10:00.000;2,855;False
2020-09-03 00:09:00.000;2,82;False
2020-09-03 00:08:00.000;2,82;False
2020-09-03 00:07:00.000;2,82;False
2020-09-03 00:06:00.000;2,82;False
2020-09-03 00:05:00.000;2,82;False
2020-09-03 00:04:00.000;2,82;False
2020-09-03 00:03:00.000;2,825;False
2020-09-03 00:02:00.000;2,83;False
2020-09-03 00:01:00.000;2,84;False
2020-09-03 00:00:00.000;2,87;False
2020-09-02 23:59:00.000;2,87;False
2020-09-02 23:58:00.000;2,83636363636364;False
2020-09-02 23:57:00.000;2,88;False
2020-09-02 23:56:00.000;2,87076923076923;False
2020-09-02 23:55:00.000;2,86909090909091;False
2020-09-02 23:53:00.000;2,88;False
2020-09-02 23:52:00.000;2,875;False
2020-09-02 23:51:00.000;2,88;False
2020-09-02 23:50:00.000;2,88;False
2020-09-02 23:49:00.000;2,86;False
2020-09-02 23:48:00.000;2,87;False
2020-09-02 23:47:00.000;2,855;False
2020-09-02 23:46:00.000;2,855;False
2020-09-02 23:45:00.000;2,85;False
2020-09-02 23:44:00.000;2,825;False
2020-09-02 23:43:00.000;2,83;False
2020-09-02 23:42:00.000;2,82;False
2020-09-02 23:41:00.000;2,835;False
2020-09-02 23:40:00.000;2,875;False
2020-09-02 23:39:00.000;2,865;False
2020-09-02 23:38:00.000;2,825;False
2020-09-02 23:37:00.000;2,82;False
2020-09-02 23:36:00.000;2,82;False
2020-09-02 23:35:00.000;2,82;False
2020-09-02 23:33:00.000;2,845;False
2020-09-02 23:32:00.000;2,855;False
2020-09-02 23:31:00.000;2,83;False
2020-09-02 23:30:00.000;2,825;False
2020-09-02 23:29:00.000;2,84;False
2020-09-02 23:28:00.000;2,83;False
2020-09-02 23:27:00.000;2,835;False
2020-09-02 23:25:00.000;2,82;False
2020-09-02 23:23:00.000;2,825;False
2020-09-02 23:21:00.000;2,82;False
2020-09-02 23:19:00.000;2,82;False
2020-09-02 23:18:00.000;2,82;False
2020-09-02 23:17:00.000;2,82;False
2020-09-02 23:13:00.000;2,82;False
2020-09-02 23:07:00.000;2,82;True
2020-09-02 23:05:00.000;2,825;True
2020-09-02 22:57:00.000;2,88;False
2020-09-02 22:54:00.000;2,88;False
2020-09-02 22:53:00.000;2,88;False
2020-09-02 22:52:00.000;2,88;False
2020-09-02 22:46:00.000;2,88;False
2020-09-02 22:38:00.000;2,88;False
2020-09-02 22:36:00.000;2,875;False
2020-09-02 22:31:00.000;2,88;False
2020-09-02 22:27:00.000;2,88;False
2020-09-02 22:25:00.000;2,88;False
2020-09-02 22:21:00.000;2,88;False
2020-09-02 22:17:00.000;2,88;False
2020-09-02 22:14:00.000;2,87;False
2020-09-02 21:58:00.000;2,84;False
2020-09-02 21:44:00.000;2,82;False
2020-09-02 21:42:00.000;2,82;False
2020-09-02 21:35:00.000;2,88;False
2020-09-02 21:33:00.000;2,875;False
